timestamp;posX;posY;posZ;rotW;rotX;rotY;rotZ;controllerLeftPosX;controllerLeftPosY;controllerLeftPosZ;controllerLeftRotW;controllerLeftRotX;controllerLeftRotY;controllerLeftRotZ;controllerRightPosX;controllerRightPosY;controllerRightPosZ;controllerRightRotW;controllerRightRotX;controllerRightRotY;controllerRightRotZ;
40.851;1.354;1.600;-1.268;-0.719;0.000;-0.695;0.000;1.354;1.600;-1.268;-0.719;0.000;-0.695;0.000;1.354;1.600;-1.268;-0.719;0.000;-0.695;0.000;
40.902;1.402;1.600;-1.217;-0.719;0.000;-0.695;0.000;1.402;1.600;-1.217;-0.719;0.000;-0.695;0.000;1.402;1.600;-1.217;-0.719;0.000;-0.695;0.000;
40.952;1.474;1.600;-1.139;-0.719;0.000;-0.695;0.000;1.474;1.600;-1.139;-0.719;0.000;-0.695;0.000;1.474;1.600;-1.139;-0.719;0.000;-0.695;0.000;
41.004;1.547;1.600;-1.061;-0.719;0.000;-0.695;0.000;1.547;1.600;-1.061;-0.719;0.000;-0.695;0.000;1.547;1.600;-1.061;-0.719;0.000;-0.695;0.000;
41.057;1.595;1.600;-1.010;-0.719;0.000;-0.695;0.000;1.595;1.600;-1.010;-0.719;0.000;-0.695;0.000;1.595;1.600;-1.010;-0.719;0.000;-0.695;0.000;
41.109;1.667;1.600;-0.932;-0.719;0.000;-0.695;0.000;1.667;1.600;-0.932;-0.719;0.000;-0.695;0.000;1.667;1.600;-0.932;-0.719;0.000;-0.695;0.000;
41.162;1.716;1.600;-0.880;-0.719;0.000;-0.695;0.000;1.716;1.600;-0.880;-0.719;0.000;-0.695;0.000;1.716;1.600;-0.880;-0.719;0.000;-0.695;0.000;
41.214;1.788;1.600;-0.811;-0.719;0.000;-0.695;0.000;1.788;1.600;-0.811;-0.719;0.000;-0.695;0.000;1.788;1.600;-0.811;-0.719;0.000;-0.695;0.000;
41.266;1.861;1.600;-0.755;-0.719;0.000;-0.695;0.000;1.861;1.600;-0.755;-0.719;0.000;-0.695;0.000;1.861;1.600;-0.755;-0.719;0.000;-0.695;0.000;
41.317;1.910;1.600;-0.721;-0.719;0.000;-0.695;0.000;1.910;1.600;-0.721;-0.719;0.000;-0.695;0.000;1.910;1.600;-0.721;-0.719;0.000;-0.695;0.000;
41.370;1.984;1.600;-0.661;-0.695;0.000;-0.719;0.000;1.984;1.600;-0.661;-0.695;0.000;-0.719;0.000;1.984;1.600;-0.661;-0.695;0.000;-0.719;0.000;
41.420;2.036;1.600;-0.617;-0.669;0.000;-0.743;0.000;2.036;1.600;-0.617;-0.669;0.000;-0.743;0.000;2.036;1.600;-0.617;-0.669;0.000;-0.743;0.000;
41.473;2.121;1.600;-0.553;-0.629;0.000;-0.777;0.000;2.121;1.600;-0.553;-0.629;0.000;-0.777;0.000;2.121;1.600;-0.553;-0.629;0.000;-0.777;0.000;
41.525;2.212;1.600;-0.498;-0.588;0.000;-0.809;0.000;2.212;1.600;-0.498;-0.588;0.000;-0.809;0.000;2.212;1.600;-0.498;-0.588;0.000;-0.809;0.000;
41.577;2.275;1.600;-0.467;-0.559;0.000;-0.829;0.000;2.275;1.600;-0.467;-0.559;0.000;-0.829;0.000;2.275;1.600;-0.467;-0.559;0.000;-0.829;0.000;
41.627;2.371;1.600;-0.428;-0.515;0.000;-0.857;0.000;2.371;1.600;-0.428;-0.515;0.000;-0.857;0.000;2.371;1.600;-0.428;-0.515;0.000;-0.857;0.000;
41.680;2.432;1.600;-0.404;-0.485;0.000;-0.875;0.000;2.432;1.600;-0.404;-0.485;0.000;-0.875;0.000;2.432;1.600;-0.404;-0.485;0.000;-0.875;0.000;
41.732;2.515;1.600;-0.370;-0.438;0.000;-0.899;0.000;2.515;1.600;-0.370;-0.438;0.000;-0.899;0.000;2.515;1.600;-0.370;-0.438;0.000;-0.899;0.000;
41.783;2.591;1.600;-0.336;-0.391;0.000;-0.921;0.000;2.591;1.600;-0.336;-0.391;0.000;-0.921;0.000;2.591;1.600;-0.336;-0.391;0.000;-0.921;0.000;
41.833;2.640;1.600;-0.314;-0.358;0.000;-0.934;0.000;2.640;1.600;-0.314;-0.358;0.000;-0.934;0.000;2.640;1.600;-0.314;-0.358;0.000;-0.934;0.000;
41.887;2.718;1.600;-0.293;-0.309;0.000;-0.951;0.000;2.718;1.600;-0.293;-0.309;0.000;-0.951;0.000;2.718;1.600;-0.293;-0.309;0.000;-0.951;0.000;
41.939;2.769;1.600;-0.295;-0.276;0.000;-0.961;0.000;2.769;1.600;-0.295;-0.276;0.000;-0.961;0.000;2.769;1.600;-0.295;-0.276;0.000;-0.961;0.000;
41.991;2.842;1.600;-0.319;-0.225;0.000;-0.974;0.000;2.842;1.600;-0.319;-0.225;0.000;-0.974;0.000;2.842;1.600;-0.319;-0.225;0.000;-0.974;0.000;
42.045;2.905;1.600;-0.369;-0.174;0.000;-0.985;0.000;2.905;1.600;-0.369;-0.174;0.000;-0.985;0.000;2.905;1.600;-0.369;-0.174;0.000;-0.985;0.000;
42.100;2.938;1.600;-0.410;-0.139;0.000;-0.990;0.000;2.938;1.600;-0.410;-0.139;0.000;-0.990;0.000;2.938;1.600;-0.410;-0.139;0.000;-0.990;0.000;
42.152;2.971;1.600;-0.479;-0.087;0.000;-0.996;0.000;2.971;1.600;-0.479;-0.087;0.000;-0.996;0.000;2.971;1.600;-0.479;-0.087;0.000;-0.996;0.000;
